# 이 파일은 www.edumgt.co.kr 의 에듀엠지티에 저작권이 있습니다
class,day,slot,subject_code,subject_name,subject_session,module,level,md_file,lm_studio_level
class287,36,7,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,63/64,실전 음성 모델 데모 · 단계 5/6 실전 검증 [class287],실전심화,speechTtsStt/class287/class287.md,레벨3-중급
class288,36,8,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,64/64,실전 음성 모델 데모 · 단계 6/6 운영 최적화 [class288],실전심화,speechTtsStt/class288/class288.md,레벨3-중급
class289,37,1,정규교과-6,거대 언어 모델을 활용한 자연어 생성,1/64,LLM 개요 · 단계 1/7 입문 이해 [class289],입문,llmTextGen/class289/class289.md,레벨1-입문
class290,37,2,정규교과-6,거대 언어 모델을 활용한 자연어 생성,2/64,LLM 개요 · 단계 2/7 기초 구현 [class290],입문,llmTextGen/class290/class290.md,레벨1-입문
class291,37,3,정규교과-6,거대 언어 모델을 활용한 자연어 생성,3/64,LLM 개요 · 단계 3/7 기초 구현 [class291],입문,llmTextGen/class291/class291.md,레벨1-입문
class292,37,4,정규교과-6,거대 언어 모델을 활용한 자연어 생성,4/64,LLM 개요 · 단계 4/7 응용 확장 [class292],입문,llmTextGen/class292/class292.md,레벨1-입문
class293,37,5,정규교과-6,거대 언어 모델을 활용한 자연어 생성,5/64,LLM 개요 · 단계 5/7 실전 검증 [class293],입문,llmTextGen/class293/class293.md,레벨1-입문
class294,37,6,정규교과-6,거대 언어 모델을 활용한 자연어 생성,6/64,LLM 개요 · 단계 6/7 실전 검증 [class294],입문,llmTextGen/class294/class294.md,레벨1-입문
class295,37,7,정규교과-6,거대 언어 모델을 활용한 자연어 생성,7/64,LLM 개요 · 단계 7/7 운영 최적화 [class295],입문,llmTextGen/class295/class295.md,레벨1-입문
class296,37,8,정규교과-6,거대 언어 모델을 활용한 자연어 생성,8/64,토큰/컨텍스트 이해 · 단계 1/6 입문 이해 [class296],입문,llmTextGen/class296/class296.md,레벨1-입문
class297,38,1,정규교과-6,거대 언어 모델을 활용한 자연어 생성,9/64,토큰/컨텍스트 이해 · 단계 2/6 기초 구현 [class297],입문,llmTextGen/class297/class297.md,레벨1-입문
class298,38,2,정규교과-6,거대 언어 모델을 활용한 자연어 생성,10/64,토큰/컨텍스트 이해 · 단계 3/6 응용 확장 [class298],입문,llmTextGen/class298/class298.md,레벨1-입문
class299,38,3,정규교과-6,거대 언어 모델을 활용한 자연어 생성,11/64,토큰/컨텍스트 이해 · 단계 4/6 응용 확장 [class299],입문,llmTextGen/class299/class299.md,레벨1-입문
class300,38,4,정규교과-6,거대 언어 모델을 활용한 자연어 생성,12/64,토큰/컨텍스트 이해 · 단계 5/6 실전 검증 [class300],입문,llmTextGen/class300/class300.md,레벨1-입문
class301,38,5,정규교과-6,거대 언어 모델을 활용한 자연어 생성,13/64,토큰/컨텍스트 이해 · 단계 6/6 운영 최적화 [class301],기초응용,llmTextGen/class301/class301.md,레벨1-입문
class302,38,6,정규교과-6,거대 언어 모델을 활용한 자연어 생성,14/64,생성 파라미터 · 단계 1/7 입문 이해 [class302],기초응용,llmTextGen/class302/class302.md,레벨1-입문
class303,38,7,정규교과-6,거대 언어 모델을 활용한 자연어 생성,15/64,생성 파라미터 · 단계 2/7 기초 구현 [class303],기초응용,llmTextGen/class303/class303.md,레벨1-입문
class304,38,8,정규교과-6,거대 언어 모델을 활용한 자연어 생성,16/64,생성 파라미터 · 단계 3/7 기초 구현 [class304],기초응용,llmTextGen/class304/class304.md,레벨1-입문
class305,39,1,정규교과-6,거대 언어 모델을 활용한 자연어 생성,17/64,생성 파라미터 · 단계 4/7 응용 확장 [class305],기초응용,llmTextGen/class305/class305.md,레벨1-입문
class306,39,2,정규교과-6,거대 언어 모델을 활용한 자연어 생성,18/64,생성 파라미터 · 단계 5/7 실전 검증 [class306],기초응용,llmTextGen/class306/class306.md,레벨1-입문
class307,39,3,정규교과-6,거대 언어 모델을 활용한 자연어 생성,19/64,생성 파라미터 · 단계 6/7 실전 검증 [class307],기초응용,llmTextGen/class307/class307.md,레벨1-입문
class308,39,4,정규교과-6,거대 언어 모델을 활용한 자연어 생성,20/64,생성 파라미터 · 단계 7/7 운영 최적화 [class308],기초응용,llmTextGen/class308/class308.md,레벨1-입문
class309,39,5,정규교과-6,거대 언어 모델을 활용한 자연어 생성,21/64,프롬프트 기반 생성 · 단계 1/6 입문 이해 [class309],기초응용,llmTextGen/class309/class309.md,레벨1-입문
class310,39,6,정규교과-6,거대 언어 모델을 활용한 자연어 생성,22/64,프롬프트 기반 생성 · 단계 2/6 기초 구현 [class310],기초응용,llmTextGen/class310/class310.md,레벨1-입문
class311,39,7,정규교과-6,거대 언어 모델을 활용한 자연어 생성,23/64,프롬프트 기반 생성 · 단계 3/6 응용 확장 [class311],기초응용,llmTextGen/class311/class311.md,레벨1-입문
class312,39,8,정규교과-6,거대 언어 모델을 활용한 자연어 생성,24/64,프롬프트 기반 생성 · 단계 4/6 응용 확장 [class312],기초응용,llmTextGen/class312/class312.md,레벨1-입문
class313,40,1,정규교과-6,거대 언어 모델을 활용한 자연어 생성,25/64,프롬프트 기반 생성 · 단계 5/6 실전 검증 [class313],기초응용,llmTextGen/class313/class313.md,레벨1-입문
class314,40,2,정규교과-6,거대 언어 모델을 활용한 자연어 생성,26/64,프롬프트 기반 생성 · 단계 6/6 운영 최적화 [class314],기초응용,llmTextGen/class314/class314.md,레벨1-입문
class315,40,3,정규교과-6,거대 언어 모델을 활용한 자연어 생성,27/64,요약/분류/추출 · 단계 1/6 입문 이해 [class315],기초응용,llmTextGen/class315/class315.md,레벨1-입문
class316,40,4,정규교과-6,거대 언어 모델을 활용한 자연어 생성,28/64,요약/분류/추출 · 단계 2/6 기초 구현 [class316],기초응용,llmTextGen/class316/class316.md,레벨1-입문
class317,40,5,정규교과-6,거대 언어 모델을 활용한 자연어 생성,29/64,요약/분류/추출 · 단계 3/6 응용 확장 [class317],기초응용,llmTextGen/class317/class317.md,레벨1-입문
class318,40,6,정규교과-6,거대 언어 모델을 활용한 자연어 생성,30/64,요약/분류/추출 · 단계 4/6 응용 확장 [class318],기초응용,llmTextGen/class318/class318.md,레벨1-입문
class319,40,7,정규교과-6,거대 언어 모델을 활용한 자연어 생성,31/64,요약/분류/추출 · 단계 5/6 실전 검증 [class319],기초응용,llmTextGen/class319/class319.md,레벨1-입문
class320,40,8,정규교과-6,거대 언어 모델을 활용한 자연어 생성,32/64,요약/분류/추출 · 단계 6/6 운영 최적화 [class320],기초응용,llmTextGen/class320/class320.md,레벨1-입문
class321,41,1,정규교과-6,거대 언어 모델을 활용한 자연어 생성,33/64,대화형 응답 설계 · 단계 1/7 입문 이해 [class321],기초응용,llmTextGen/class321/class321.md,레벨1-입문
class322,41,2,정규교과-6,거대 언어 모델을 활용한 자연어 생성,34/64,대화형 응답 설계 · 단계 2/7 기초 구현 [class322],기초응용,llmTextGen/class322/class322.md,레벨1-입문
class323,41,3,정규교과-6,거대 언어 모델을 활용한 자연어 생성,35/64,대화형 응답 설계 · 단계 3/7 기초 구현 [class323],기초응용,llmTextGen/class323/class323.md,레벨1-입문
class324,41,4,정규교과-6,거대 언어 모델을 활용한 자연어 생성,36/64,대화형 응답 설계 · 단계 4/7 응용 확장 [class324],기초응용,llmTextGen/class324/class324.md,레벨1-입문
class325,41,5,정규교과-6,거대 언어 모델을 활용한 자연어 생성,37/64,대화형 응답 설계 · 단계 5/7 실전 검증 [class325],기초응용,llmTextGen/class325/class325.md,레벨1-입문
class326,41,6,정규교과-6,거대 언어 모델을 활용한 자연어 생성,38/64,대화형 응답 설계 · 단계 6/7 실전 검증 [class326],기초응용,llmTextGen/class326/class326.md,레벨1-입문
class327,41,7,정규교과-6,거대 언어 모델을 활용한 자연어 생성,39/64,대화형 응답 설계 · 단계 7/7 운영 최적화 [class327],기초응용,llmTextGen/class327/class327.md,레벨1-입문
class328,41,8,정규교과-6,거대 언어 모델을 활용한 자연어 생성,40/64,안전성/환각 관리 · 단계 1/6 입문 이해 [class328],기초응용,llmTextGen/class328/class328.md,레벨1-입문
class329,42,1,정규교과-6,거대 언어 모델을 활용한 자연어 생성,41/64,안전성/환각 관리 · 단계 2/6 기초 구현 [class329],기초응용,llmTextGen/class329/class329.md,레벨1-입문
class330,42,2,정규교과-6,거대 언어 모델을 활용한 자연어 생성,42/64,안전성/환각 관리 · 단계 3/6 응용 확장 [class330],기초응용,llmTextGen/class330/class330.md,레벨1-입문
class331,42,3,정규교과-6,거대 언어 모델을 활용한 자연어 생성,43/64,안전성/환각 관리 · 단계 4/6 응용 확장 [class331],기초응용,llmTextGen/class331/class331.md,레벨1-입문
class332,42,4,정규교과-6,거대 언어 모델을 활용한 자연어 생성,44/64,안전성/환각 관리 · 단계 5/6 실전 검증 [class332],기초응용,llmTextGen/class332/class332.md,레벨1-입문
class333,42,5,정규교과-6,거대 언어 모델을 활용한 자연어 생성,45/64,안전성/환각 관리 · 단계 6/6 운영 최적화 [class333],실전심화,llmTextGen/class333/class333.md,레벨1-입문
class334,42,6,정규교과-6,거대 언어 모델을 활용한 자연어 생성,46/64,도메인 적용 시나리오 · 단계 1/7 입문 이해 [class334],실전심화,llmTextGen/class334/class334.md,레벨1-입문
class335,42,7,정규교과-6,거대 언어 모델을 활용한 자연어 생성,47/64,도메인 적용 시나리오 · 단계 2/7 기초 구현 [class335],실전심화,llmTextGen/class335/class335.md,레벨1-입문
class336,42,8,정규교과-6,거대 언어 모델을 활용한 자연어 생성,48/64,도메인 적용 시나리오 · 단계 3/7 기초 구현 [class336],실전심화,llmTextGen/class336/class336.md,레벨1-입문
class337,43,1,정규교과-6,거대 언어 모델을 활용한 자연어 생성,49/64,도메인 적용 시나리오 · 단계 4/7 응용 확장 [class337],실전심화,llmTextGen/class337/class337.md,레벨1-입문
class338,43,2,정규교과-6,거대 언어 모델을 활용한 자연어 생성,50/64,도메인 적용 시나리오 · 단계 5/7 실전 검증 [class338],실전심화,llmTextGen/class338/class338.md,레벨1-입문
class339,43,3,정규교과-6,거대 언어 모델을 활용한 자연어 생성,51/64,도메인 적용 시나리오 · 단계 6/7 실전 검증 [class339],실전심화,llmTextGen/class339/class339.md,레벨1-입문
class340,43,4,정규교과-6,거대 언어 모델을 활용한 자연어 생성,52/64,도메인 적용 시나리오 · 단계 7/7 운영 최적화 [class340],실전심화,llmTextGen/class340/class340.md,레벨1-입문
class341,43,5,정규교과-6,거대 언어 모델을 활용한 자연어 생성,53/64,API 연동 실습 · 단계 1/6 입문 이해 [class341],실전심화,llmTextGen/class341/class341.md,레벨1-입문
class342,43,6,정규교과-6,거대 언어 모델을 활용한 자연어 생성,54/64,API 연동 실습 · 단계 2/6 기초 구현 [class342],실전심화,llmTextGen/class342/class342.md,레벨1-입문
class343,43,7,정규교과-6,거대 언어 모델을 활용한 자연어 생성,55/64,API 연동 실습 · 단계 3/6 응용 확장 [class343],실전심화,llmTextGen/class343/class343.md,레벨1-입문
class344,43,8,정규교과-6,거대 언어 모델을 활용한 자연어 생성,56/64,API 연동 실습 · 단계 4/6 응용 확장 [class344],실전심화,llmTextGen/class344/class344.md,레벨1-입문
class345,44,1,정규교과-6,거대 언어 모델을 활용한 자연어 생성,57/64,API 연동 실습 · 단계 5/6 실전 검증 [class345],실전심화,llmTextGen/class345/class345.md,레벨1-입문
class346,44,2,정규교과-6,거대 언어 모델을 활용한 자연어 생성,58/64,API 연동 실습 · 단계 6/6 운영 최적화 [class346],실전심화,llmTextGen/class346/class346.md,레벨1-입문
class347,44,3,정규교과-6,거대 언어 모델을 활용한 자연어 생성,59/64,Agent 시스템 통합 구현 · 단계 1/6 입문 이해 [class347],실전심화,llmTextGen/class347/class347.md,레벨1-입문
class348,44,4,정규교과-6,거대 언어 모델을 활용한 자연어 생성,60/64,Agent 시스템 통합 구현 · 단계 2/6 기초 구현 [class348],실전심화,llmTextGen/class348/class348.md,레벨1-입문
class349,44,5,정규교과-6,거대 언어 모델을 활용한 자연어 생성,61/64,Agent 시스템 통합 구현 · 단계 3/6 응용 확장 [class349],실전심화,llmTextGen/class349/class349.md,레벨1-입문
class350,44,6,정규교과-6,거대 언어 모델을 활용한 자연어 생성,62/64,Agent 시스템 통합 구현 · 단계 4/6 응용 확장 [class350],실전심화,llmTextGen/class350/class350.md,레벨1-입문
class351,44,7,정규교과-6,거대 언어 모델을 활용한 자연어 생성,63/64,Agent 시스템 통합 구현 · 단계 5/6 실전 검증 [class351],실전심화,llmTextGen/class351/class351.md,레벨1-입문
class352,44,8,정규교과-6,거대 언어 모델을 활용한 자연어 생성,64/64,Agent 시스템 통합 구현 · 단계 6/6 운영 최적화 [class352],실전심화,llmTextGen/class352/class352.md,레벨1-입문
class353,45,1,정규교과-7,프롬프트 엔지니어링,1/40,프롬프트 엔지니어링 개요 · 단계 1/4 입문 이해 [class353],입문,promptEng/class353/class353.md,레벨2-기초
class354,45,2,정규교과-7,프롬프트 엔지니어링,2/40,프롬프트 엔지니어링 개요 · 단계 2/4 기초 구현 [class354],입문,promptEng/class354/class354.md,레벨2-기초
class355,45,3,정규교과-7,프롬프트 엔지니어링,3/40,프롬프트 엔지니어링 개요 · 단계 3/4 실전 검증 [class355],입문,promptEng/class355/class355.md,레벨2-기초
class356,45,4,정규교과-7,프롬프트 엔지니어링,4/40,프롬프트 엔지니어링 개요 · 단계 4/4 운영 최적화 [class356],입문,promptEng/class356/class356.md,레벨2-기초
class357,45,5,정규교과-7,프롬프트 엔지니어링,5/40,질문 구조화 · 단계 1/4 입문 이해 [class357],입문,promptEng/class357/class357.md,레벨2-기초
class358,45,6,정규교과-7,프롬프트 엔지니어링,6/40,질문 구조화 · 단계 2/4 기초 구현 [class358],입문,promptEng/class358/class358.md,레벨2-기초
class359,45,7,정규교과-7,프롬프트 엔지니어링,7/40,질문 구조화 · 단계 3/4 실전 검증 [class359],입문,promptEng/class359/class359.md,레벨2-기초
class360,45,8,정규교과-7,프롬프트 엔지니어링,8/40,질문 구조화 · 단계 4/4 운영 최적화 [class360],입문,promptEng/class360/class360.md,레벨2-기초
class361,46,1,정규교과-7,프롬프트 엔지니어링,9/40,역할/맥락 설정 · 단계 1/4 입문 이해 [class361],기초응용,promptEng/class361/class361.md,레벨2-기초
class362,46,2,정규교과-7,프롬프트 엔지니어링,10/40,역할/맥락 설정 · 단계 2/4 기초 구현 [class362],기초응용,promptEng/class362/class362.md,레벨2-기초
class363,46,3,정규교과-7,프롬프트 엔지니어링,11/40,역할/맥락 설정 · 단계 3/4 실전 검증 [class363],기초응용,promptEng/class363/class363.md,레벨2-기초
class364,46,4,정규교과-7,프롬프트 엔지니어링,12/40,역할/맥락 설정 · 단계 4/4 운영 최적화 [class364],기초응용,promptEng/class364/class364.md,레벨2-기초
class365,46,5,정규교과-7,프롬프트 엔지니어링,13/40,출력 포맷 제어 · 단계 1/4 입문 이해 [class365],기초응용,promptEng/class365/class365.md,레벨2-기초
class366,46,6,정규교과-7,프롬프트 엔지니어링,14/40,출력 포맷 제어 · 단계 2/4 기초 구현 [class366],기초응용,promptEng/class366/class366.md,레벨2-기초
class367,46,7,정규교과-7,프롬프트 엔지니어링,15/40,출력 포맷 제어 · 단계 3/4 실전 검증 [class367],기초응용,promptEng/class367/class367.md,레벨2-기초
class368,46,8,정규교과-7,프롬프트 엔지니어링,16/40,출력 포맷 제어 · 단계 4/4 운영 최적화 [class368],기초응용,promptEng/class368/class368.md,레벨2-기초
class369,47,1,정규교과-7,프롬프트 엔지니어링,17/40,예시 기반 학습 · 단계 1/4 입문 이해 [class369],기초응용,promptEng/class369/class369.md,레벨2-기초
class370,47,2,정규교과-7,프롬프트 엔지니어링,18/40,예시 기반 학습 · 단계 2/4 기초 구현 [class370],기초응용,promptEng/class370/class370.md,레벨2-기초
class371,47,3,정규교과-7,프롬프트 엔지니어링,19/40,예시 기반 학습 · 단계 3/4 실전 검증 [class371],기초응용,promptEng/class371/class371.md,레벨2-기초
class372,47,4,정규교과-7,프롬프트 엔지니어링,20/40,예시 기반 학습 · 단계 4/4 운영 최적화 [class372],기초응용,promptEng/class372/class372.md,레벨2-기초
class373,47,5,정규교과-7,프롬프트 엔지니어링,21/40,단계적 추론 유도 · 단계 1/4 입문 이해 [class373],기초응용,promptEng/class373/class373.md,레벨2-기초
class374,47,6,정규교과-7,프롬프트 엔지니어링,22/40,단계적 추론 유도 · 단계 2/4 기초 구현 [class374],기초응용,promptEng/class374/class374.md,레벨2-기초
class375,47,7,정규교과-7,프롬프트 엔지니어링,23/40,단계적 추론 유도 · 단계 3/4 실전 검증 [class375],기초응용,promptEng/class375/class375.md,레벨2-기초
class376,47,8,정규교과-7,프롬프트 엔지니어링,24/40,단계적 추론 유도 · 단계 4/4 운영 최적화 [class376],기초응용,promptEng/class376/class376.md,레벨2-기초
class377,48,1,정규교과-7,프롬프트 엔지니어링,25/40,평가와 개선 · 단계 1/4 입문 이해 [class377],기초응용,promptEng/class377/class377.md,레벨2-기초
class378,48,2,정규교과-7,프롬프트 엔지니어링,26/40,평가와 개선 · 단계 2/4 기초 구현 [class378],기초응용,promptEng/class378/class378.md,레벨2-기초
class379,48,3,정규교과-7,프롬프트 엔지니어링,27/40,평가와 개선 · 단계 3/4 실전 검증 [class379],기초응용,promptEng/class379/class379.md,레벨2-기초
class380,48,4,정규교과-7,프롬프트 엔지니어링,28/40,평가와 개선 · 단계 4/4 운영 최적화 [class380],기초응용,promptEng/class380/class380.md,레벨2-기초
class381,48,5,정규교과-7,프롬프트 엔지니어링,29/40,자동화 프롬프트 패턴 · 단계 1/4 입문 이해 [class381],실전심화,promptEng/class381/class381.md,레벨2-기초
class382,48,6,정규교과-7,프롬프트 엔지니어링,30/40,자동화 프롬프트 패턴 · 단계 2/4 기초 구현 [class382],실전심화,promptEng/class382/class382.md,레벨2-기초
class383,48,7,정규교과-7,프롬프트 엔지니어링,31/40,자동화 프롬프트 패턴 · 단계 3/4 실전 검증 [class383],실전심화,promptEng/class383/class383.md,레벨2-기초
class384,48,8,정규교과-7,프롬프트 엔지니어링,32/40,자동화 프롬프트 패턴 · 단계 4/4 운영 최적화 [class384],실전심화,promptEng/class384/class384.md,레벨2-기초
class385,49,1,정규교과-7,프롬프트 엔지니어링,33/40,도메인 템플릿 작성 · 단계 1/4 입문 이해 [class385],실전심화,promptEng/class385/class385.md,레벨2-기초
class386,49,2,정규교과-7,프롬프트 엔지니어링,34/40,도메인 템플릿 작성 · 단계 2/4 기초 구현 [class386],실전심화,promptEng/class386/class386.md,레벨2-기초
class387,49,3,정규교과-7,프롬프트 엔지니어링,35/40,도메인 템플릿 작성 · 단계 3/4 실전 검증 [class387],실전심화,promptEng/class387/class387.md,레벨2-기초
class388,49,4,정규교과-7,프롬프트 엔지니어링,36/40,도메인 템플릿 작성 · 단계 4/4 운영 최적화 [class388],실전심화,promptEng/class388/class388.md,레벨2-기초
class389,49,5,정규교과-7,프롬프트 엔지니어링,37/40,실전 프롬프트 튜닝 · 단계 1/4 입문 이해 [class389],실전심화,promptEng/class389/class389.md,레벨2-기초
class390,49,6,정규교과-7,프롬프트 엔지니어링,38/40,실전 프롬프트 튜닝 · 단계 2/4 기초 구현 [class390],실전심화,promptEng/class390/class390.md,레벨2-기초
class391,49,7,정규교과-7,프롬프트 엔지니어링,39/40,실전 프롬프트 튜닝 · 단계 3/4 실전 검증 [class391],실전심화,promptEng/class391/class391.md,레벨2-기초
class392,49,8,정규교과-7,프롬프트 엔지니어링,40/40,실전 프롬프트 튜닝 · 단계 4/4 운영 최적화 [class392],실전심화,promptEng/class392/class392.md,레벨2-기초
class393,50,1,정규교과-8,Langchain 활용하기,1/56,LangChain 개요 · 단계 1/6 입문 이해 [class393],입문,langChainLab/class393/class393.md,레벨3-중급
class394,50,2,정규교과-8,Langchain 활용하기,2/56,LangChain 개요 · 단계 2/6 기초 구현 [class394],입문,langChainLab/class394/class394.md,레벨3-중급
class395,50,3,정규교과-8,Langchain 활용하기,3/56,LangChain 개요 · 단계 3/6 응용 확장 [class395],입문,langChainLab/class395/class395.md,레벨3-중급
class396,50,4,정규교과-8,Langchain 활용하기,4/56,LangChain 개요 · 단계 4/6 응용 확장 [class396],입문,langChainLab/class396/class396.md,레벨3-중급
class397,50,5,정규교과-8,Langchain 활용하기,5/56,LangChain 개요 · 단계 5/6 실전 검증 [class397],입문,langChainLab/class397/class397.md,레벨3-중급
class398,50,6,정규교과-8,Langchain 활용하기,6/56,LangChain 개요 · 단계 6/6 운영 최적화 [class398],입문,langChainLab/class398/class398.md,레벨3-중급
class399,50,7,정규교과-8,Langchain 활용하기,7/56,PromptTemplate · 단계 1/6 입문 이해 [class399],입문,langChainLab/class399/class399.md,레벨3-중급
class400,50,8,정규교과-8,Langchain 활용하기,8/56,PromptTemplate · 단계 2/6 기초 구현 [class400],입문,langChainLab/class400/class400.md,레벨3-중급
class401,51,1,정규교과-8,Langchain 활용하기,9/56,PromptTemplate · 단계 3/6 응용 확장 [class401],입문,langChainLab/class401/class401.md,레벨3-중급
class402,51,2,정규교과-8,Langchain 활용하기,10/56,PromptTemplate · 단계 4/6 응용 확장 [class402],입문,langChainLab/class402/class402.md,레벨3-중급
class403,51,3,정규교과-8,Langchain 활용하기,11/56,PromptTemplate · 단계 5/6 실전 검증 [class403],입문,langChainLab/class403/class403.md,레벨3-중급
class404,51,4,정규교과-8,Langchain 활용하기,12/56,PromptTemplate · 단계 6/6 운영 최적화 [class404],기초응용,langChainLab/class404/class404.md,레벨3-중급
class405,51,5,정규교과-8,Langchain 활용하기,13/56,Model/LLM 연결 · 단계 1/5 입문 이해 [class405],기초응용,langChainLab/class405/class405.md,레벨3-중급
class406,51,6,정규교과-8,Langchain 활용하기,14/56,Model/LLM 연결 · 단계 2/5 기초 구현 [class406],기초응용,langChainLab/class406/class406.md,레벨3-중급
class407,51,7,정규교과-8,Langchain 활용하기,15/56,Model/LLM 연결 · 단계 3/5 응용 확장 [class407],기초응용,langChainLab/class407/class407.md,레벨3-중급
class408,51,8,정규교과-8,Langchain 활용하기,16/56,Model/LLM 연결 · 단계 4/5 실전 검증 [class408],기초응용,langChainLab/class408/class408.md,레벨3-중급
class409,52,1,정규교과-8,Langchain 활용하기,17/56,Model/LLM 연결 · 단계 5/5 운영 최적화 [class409],기초응용,langChainLab/class409/class409.md,레벨3-중급
class410,52,2,정규교과-8,Langchain 활용하기,18/56,OutputParser · 단계 1/6 입문 이해 [class410],기초응용,langChainLab/class410/class410.md,레벨3-중급
class411,52,3,정규교과-8,Langchain 활용하기,19/56,OutputParser · 단계 2/6 기초 구현 [class411],기초응용,langChainLab/class411/class411.md,레벨3-중급
class412,52,4,정규교과-8,Langchain 활용하기,20/56,OutputParser · 단계 3/6 응용 확장 [class412],기초응용,langChainLab/class412/class412.md,레벨3-중급
class413,52,5,정규교과-8,Langchain 활용하기,21/56,OutputParser · 단계 4/6 응용 확장 [class413],기초응용,langChainLab/class413/class413.md,레벨3-중급
class414,52,6,정규교과-8,Langchain 활용하기,22/56,OutputParser · 단계 5/6 실전 검증 [class414],기초응용,langChainLab/class414/class414.md,레벨3-중급
class415,52,7,정규교과-8,Langchain 활용하기,23/56,OutputParser · 단계 6/6 운영 최적화 [class415],기초응용,langChainLab/class415/class415.md,레벨3-중급
class416,52,8,정규교과-8,Langchain 활용하기,24/56,Chain 구성 · 단계 1/5 입문 이해 [class416],기초응용,langChainLab/class416/class416.md,레벨3-중급
class417,53,1,정규교과-8,Langchain 활용하기,25/56,Chain 구성 · 단계 2/5 기초 구현 [class417],기초응용,langChainLab/class417/class417.md,레벨3-중급
class418,53,2,정규교과-8,Langchain 활용하기,26/56,Chain 구성 · 단계 3/5 응용 확장 [class418],기초응용,langChainLab/class418/class418.md,레벨3-중급
class419,53,3,정규교과-8,Langchain 활용하기,27/56,Chain 구성 · 단계 4/5 실전 검증 [class419],기초응용,langChainLab/class419/class419.md,레벨3-중급
class420,53,4,정규교과-8,Langchain 활용하기,28/56,Chain 구성 · 단계 5/5 운영 최적화 [class420],기초응용,langChainLab/class420/class420.md,레벨3-중급
class421,53,5,정규교과-8,Langchain 활용하기,29/56,Memory 활용 · 단계 1/6 입문 이해 [class421],기초응용,langChainLab/class421/class421.md,레벨3-중급
class422,53,6,정규교과-8,Langchain 활용하기,30/56,Memory 활용 · 단계 2/6 기초 구현 [class422],기초응용,langChainLab/class422/class422.md,레벨3-중급
class423,53,7,정규교과-8,Langchain 활용하기,31/56,Memory 활용 · 단계 3/6 응용 확장 [class423],기초응용,langChainLab/class423/class423.md,레벨3-중급
class424,53,8,정규교과-8,Langchain 활용하기,32/56,Memory 활용 · 단계 4/6 응용 확장 [class424],기초응용,langChainLab/class424/class424.md,레벨3-중급
class425,54,1,정규교과-8,Langchain 활용하기,33/56,Memory 활용 · 단계 5/6 실전 검증 [class425],기초응용,langChainLab/class425/class425.md,레벨3-중급
class426,54,2,정규교과-8,Langchain 활용하기,34/56,Memory 활용 · 단계 6/6 운영 최적화 [class426],기초응용,langChainLab/class426/class426.md,레벨3-중급
class427,54,3,정규교과-8,Langchain 활용하기,35/56,Tool/Agent 기초 · 단계 1/6 입문 이해 [class427],기초응용,langChainLab/class427/class427.md,레벨3-중급
class428,54,4,정규교과-8,Langchain 활용하기,36/56,Tool/Agent 기초 · 단계 2/6 기초 구현 [class428],기초응용,langChainLab/class428/class428.md,레벨3-중급
class429,54,5,정규교과-8,Langchain 활용하기,37/56,Tool/Agent 기초 · 단계 3/6 응용 확장 [class429],기초응용,langChainLab/class429/class429.md,레벨3-중급
class430,54,6,정규교과-8,Langchain 활용하기,38/56,Tool/Agent 기초 · 단계 4/6 응용 확장 [class430],기초응용,langChainLab/class430/class430.md,레벨3-중급
class431,54,7,정규교과-8,Langchain 활용하기,39/56,Tool/Agent 기초 · 단계 5/6 실전 검증 [class431],기초응용,langChainLab/class431/class431.md,레벨3-중급
class432,54,8,정규교과-8,Langchain 활용하기,40/56,Tool/Agent 기초 · 단계 6/6 운영 최적화 [class432],실전심화,langChainLab/class432/class432.md,레벨3-중급
class433,55,1,정규교과-8,Langchain 활용하기,41/56,문서 로딩과 분할 · 단계 1/5 입문 이해 [class433],실전심화,langChainLab/class433/class433.md,레벨3-중급
class434,55,2,정규교과-8,Langchain 활용하기,42/56,문서 로딩과 분할 · 단계 2/5 기초 구현 [class434],실전심화,langChainLab/class434/class434.md,레벨3-중급
class435,55,3,정규교과-8,Langchain 활용하기,43/56,문서 로딩과 분할 · 단계 3/5 응용 확장 [class435],실전심화,langChainLab/class435/class435.md,레벨3-중급
class436,55,4,정규교과-8,Langchain 활용하기,44/56,문서 로딩과 분할 · 단계 4/5 실전 검증 [class436],실전심화,langChainLab/class436/class436.md,레벨3-중급
class437,55,5,정규교과-8,Langchain 활용하기,45/56,문서 로딩과 분할 · 단계 5/5 운영 최적화 [class437],실전심화,langChainLab/class437/class437.md,레벨3-중급
class438,55,6,정규교과-8,Langchain 활용하기,46/56,VectorStore 연동 · 단계 1/6 입문 이해 [class438],실전심화,langChainLab/class438/class438.md,레벨3-중급
class439,55,7,정규교과-8,Langchain 활용하기,47/56,VectorStore 연동 · 단계 2/6 기초 구현 [class439],실전심화,langChainLab/class439/class439.md,레벨3-중급
class440,55,8,정규교과-8,Langchain 활용하기,48/56,VectorStore 연동 · 단계 3/6 응용 확장 [class440],실전심화,langChainLab/class440/class440.md,레벨3-중급
class441,56,1,정규교과-8,Langchain 활용하기,49/56,VectorStore 연동 · 단계 4/6 응용 확장 [class441],실전심화,langChainLab/class441/class441.md,레벨3-중급
